drugbank_id,drug_name,food_interaction_text,protein_type,protein_name,gene_name,actions
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,substrate
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,enzyme,UDP-glucuronosyltransferase 1A7,UGT1A7,substrate
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,enzyme,UDP-glucuronosyltransferase 1A8,UGT1A8,substrate
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,enzyme,UDP-glucuronosyltransferase 1A10,UGT1A10,substrate
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Vascular endothelial growth factor receptor 1,FLT1,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Vascular endothelial growth factor receptor 2,KDR,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Vascular endothelial growth factor receptor 3,FLT4,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Platelet-derived growth factor receptor alpha,PDGFRA,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Platelet-derived growth factor receptor beta,PDGFRB,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Fibroblast growth factor receptor 1,FGFR1,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Fibroblast growth factor receptor 2,FGFR2,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Fibroblast growth factor receptor 3,FGFR3,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Receptor-type tyrosine-protein kinase FLT3,FLT3,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Tyrosine-protein kinase Lck,LCK,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Tyrosine-protein kinase Lyn,LYN,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,target,Proto-oncogene tyrosine-protein kinase Src,SRC,inhibitor
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor"
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,transporter,Solute carrier family 22 member 1,SLC22A1,"substrate, inhibitor"
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.,carrier,Albumin,ALB,substrate
DB09083,Ivabradine,Avoid grapefruit products.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB09083,Ivabradine,Avoid grapefruit products.,target,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,HCN2,inhibitor
DB09089,Trimebutine,Take before a meal.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB09089,Trimebutine,Take before a meal.,target,Mu-type opioid receptor,OPRM1,agonist
DB09089,Trimebutine,Take before a meal.,target,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,inhibitor
DB09089,Trimebutine,Take before a meal.,target,Calcium-activated potassium channel subunit alpha-1,KCNMA1,inhibitor
DB09089,Trimebutine,Take before a meal.,target,Muscarinic acetylcholine receptor M1,CHRM1,antagonist
DB09089,Trimebutine,Take before a meal.,target,Muscarinic acetylcholine receptor M2,CHRM2,antagonist
DB09089,Trimebutine,Take before a meal.,target,Muscarinic acetylcholine receptor M3,CHRM3,antagonist
DB09089,Trimebutine,Take before a meal.,target,Muscarinic acetylcholine receptor M4,CHRM4,antagonist
DB09089,Trimebutine,Take before a meal.,target,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,activator
DB09090,Pinaverium,Take with a full glass of water.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB09090,Pinaverium,Take with a full glass of water.,target,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,"antagonist, inhibitor"
DB09097,Quinagolide,"Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of dizziness, thereby reducing the tolerability of quinagolide.",target,D(2) dopamine receptor,DRD2,agonist
DB09097,Quinagolide,"Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of dizziness, thereby reducing the tolerability of quinagolide.",target,D(1A) dopamine receptor,DRD1,agonist
DB09101,Elvitegravir,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of elvitegravir. Therefore, it may reduce the serum concentration of elvitegravir and its effectiveness.",enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB09101,Elvitegravir,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of elvitegravir. Therefore, it may reduce the serum concentration of elvitegravir and its effectiveness.",enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,substrate
DB09101,Elvitegravir,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of elvitegravir. Therefore, it may reduce the serum concentration of elvitegravir and its effectiveness.",target,Gag-Pol polyprotein,pol,inhibitor
DB09101,Elvitegravir,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of elvitegravir. Therefore, it may reduce the serum concentration of elvitegravir and its effectiveness.",target,Gag-Pol polyprotein,gag-pol,modulator
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",enzyme,Cytochrome P450 3A43,CYP3A43,substrate
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",enzyme,Cytochrome P450 3A7,CYP3A7,substrate
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",target,Nonstructural protein 5A,NS5A,inhibitor
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",target,Genome polyprotein,,inhibitor
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor"
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,inhibitor
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,inhibitor
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,inhibitor
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,enzyme,Cytochrome P450 2C19,CYP2C19,"substrate, inhibitor"
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,enzyme,Cytochrome P450 2D6,CYP2D6,inhibitor
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor, inducer"
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,enzyme,Cytochrome P450 1A2,CYP1A2,"substrate, inhibitor, inducer"
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,enzyme,Cytochrome P450 2C9,CYP2C9,inhibitor
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,enzyme,Cytochrome P450 2B6,CYP2B6,"inhibitor, inducer"
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,enzyme,Cytochrome P450 2C8,CYP2C8,inhibitor
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,target,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,"agonist, positive allosteric modulator"
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,target,L-lactate dehydrogenase A chain,LDHA,inhibitor
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,target,L-lactate dehydrogenase B chain,LDHB,inhibitor
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,target,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,modulator
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,inhibitor
DB09119,Eslicarbazepine acetate,Take with or without food.,enzyme,Cytochrome P450 2C19,CYP2C19,inhibitor
DB09119,Eslicarbazepine acetate,Take with or without food.,enzyme,Cytochrome P450 3A4,CYP3A4,inducer
DB09119,Eslicarbazepine acetate,Take with or without food.,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,substrate
DB09119,Eslicarbazepine acetate,Take with or without food.,target,P2X purinoceptor 4,P2RX4,antagonist
DB09119,Eslicarbazepine acetate,Take with or without food.,target,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,inhibitor
DB09119,Eslicarbazepine acetate,Take with or without food.,target,Sodium channel protein type 1 subunit alpha,SCN1A,inhibitor
DB09123,Dienogest,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of dienogest, which may increase its serum concentration.",enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB09123,Dienogest,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of dienogest, which may increase its serum concentration.",target,Progesterone receptor,PGR,agonist
DB09123,Dienogest,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of dienogest, which may increase its serum concentration.",target,Androgen receptor,AR,antagonist
DB09128,Brexpiprazole,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.,enzyme,Cytochrome P450 2D6,CYP2D6,substrate
DB09128,Brexpiprazole,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB09128,Brexpiprazole,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.,target,5-hydroxytryptamine receptor 1A,HTR1A,partial agonist
DB09128,Brexpiprazole,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.,target,D(2) dopamine receptor,DRD2,partial agonist
DB09128,Brexpiprazole,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.,target,D(3) dopamine receptor,DRD3,partial agonist
DB09128,Brexpiprazole,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.,target,5-hydroxytryptamine receptor 2A,HTR2A,antagonist
DB09128,Brexpiprazole,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.,target,5-hydroxytryptamine receptor 2B,HTR2B,antagonist
DB09128,Brexpiprazole,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.,target,5-hydroxytryptamine receptor 7,HTR7,antagonist
DB09128,Brexpiprazole,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.,target,Alpha-1A adrenergic receptor,ADRA1A,antagonist
