pubmed_id,pubdate,drug,drug_entity_type,food,food_entity_type,food_component,food_component_entity_type,interaction_sentence,evidence_level,modality,drug_metabolizer,drug_transporter,well_known_target
10088878,1999,anticoagulants,drug,Ginseng,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,anticoagulants,drug,Ginkgo biloba,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,norepinephrine,drug,Ginkgo,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,norepinephrine,drug,St. John's wort,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,norepinephrine,drug,Ginseng,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,norepinephrine,drug,Ginkgo biloba,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,dopamine,drug,Ginkgo,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,dopamine,drug,St. John's wort,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,dopamine,drug,Ginseng,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,dopamine,drug,Ginkgo biloba,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,antiplatelet,drug,Ginkgo,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,antiplatelet,drug,St. John's wort,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,antiplatelet,drug,Ginseng,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,antiplatelet,drug,Ginkgo biloba,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,warfarin,drug,Ginkgo,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,warfarin,drug,St. John's wort,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,warfarin,drug,Ginseng,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,warfarin,drug,Ginkgo biloba,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,serotonin,drug,Ginkgo,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,serotonin,drug,St. John's wort,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,serotonin,drug,Ginseng,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,serotonin,drug,Ginkgo biloba,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,antidepressants,drug,Ginkgo,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,antidepressants,drug,St. John's wort,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,antidepressants,drug,Ginseng,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,antidepressants,drug,Ginkgo biloba,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
14730132,2003,glucuronide,drug,soybean oil,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,glucuronide,drug,Fish oil,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,glucuronide,drug,lipids,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,glucuronide,drug,sodium caseinate,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,glucuronide,drug,emulsifiers,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,glucuronide,drug,lecithin,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,glucuronide,drug,onion,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,glucuronide,drug,sucrose fatty acid ester,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,glucuronide,drug,beef tallow,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,quercetin,drug,soybean oil,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,quercetin,drug,Fish oil,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,quercetin,drug,lipids,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,quercetin,drug,sodium caseinate,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,quercetin,drug,emulsifiers,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,quercetin,drug,lecithin,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,quercetin,drug,onion,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,quercetin,drug,sucrose fatty acid ester,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,quercetin,drug,beef tallow,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,isorhamnetin,drug,soybean oil,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,isorhamnetin,drug,Fish oil,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,isorhamnetin,drug,lipids,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,isorhamnetin,drug,sodium caseinate,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,isorhamnetin,drug,emulsifiers,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,isorhamnetin,drug,lecithin,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,isorhamnetin,drug,onion,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,isorhamnetin,drug,sucrose fatty acid ester,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,isorhamnetin,drug,beef tallow,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,sulfate,drug,soybean oil,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,sulfate,drug,Fish oil,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,sulfate,drug,lipids,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,sulfate,drug,sodium caseinate,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,sulfate,drug,emulsifiers,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,sulfate,drug,lecithin,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
14730132,2003,sulfate,drug,onion,food,,,More than 4.6% (w/w) of soybean oil in the diets significantly enhanced the accumulation of quercetin metabolites in the plasma,animal in-vivo,positive,,,
